Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre,gen_declarados,gen_detalle,gen_propuesta
TCL ADS - Springserve,Argentina,lobster game,36480,tt16030238,movie,"Comedy,Drama",A,,Action,accion,"accion-aventura!=comedia,drama","comedia,drama"
Connatix,Chile,the reverend: trailer,35360,tt1073240,movie,Horror,B,,Drama,drama,drama!=terror,terror
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor sin condición,35200,tt6173488,tvMovie,"Drama,Mystery,Romance",A,,family,infantil-familia,"infantil-familia!=crimen-misterio,drama,romance","drama,misterio,romance"
OTTera.tv,Argentina,freefonix-ep02-love stinks,35040,tt0943642,tvSeries,"Animation,Family,Music",A,,"films&tvshows,tv series,entertainment,romance",pelicula (generico);entretenimiento;romance,"romance!=animacion,infantil-familia,musica","pelicula (generico),entretenimiento,animacion,infantil-familia,musica"
Sony Pictures LATAM,Mexico,a prueba de fuego,34880,tt1129423,movie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
EXTE - Rich Audience (oRTB),Mexico,entre piernas,33280,tt2913398,video,Drama,B,,Comedy,comedia,comedia!=drama,drama
Connatix,Chile,la flamme rouge,33120,tt10298870,movie,"Crime,Drama,Thriller",A,,Documentary,documental,"documental!=crimen-misterio,drama","crimen,drama"
Sony Pictures LATAM,Mexico,el crimen del padre amaro,32640,tt0313196,movie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
TCL ADS - Springserve,Argentina,nosey,31920,tt7945374,short,"Comedy,Short,Thriller",B,,"reality tv,music",reality;musica,"reality!=comedia,crimen-misterio;musica!=comedia,crimen-misterio","comedia,thriller"
TCL ADS - Springserve,Argentina,444 days: the iran hostage crisis,30720,tt27728264,tvMovie,"Documentary,History",A,,Crime,crimen,crimen-misterio!=documental,documental
