Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries_relleno,ser_detalle,ser_es,serie_propuesta
Scripps - FreeWheel,Puerto Rico,fragments,58400,tt0948547,movie,"Crime,Drama",B,,NCIS,IMDb movie Winged Creatures (tt0948547),pelicula,
Scripps - FreeWheel,Puerto Rico,bulletproof,58240,tt0115783,movie,"Action,Comedy,Crime",B,,NCIS,IMDb movie Bulletproof (tt0115783),pelicula,
LG Ads EMEA - SS,Mexico,una familia peligrosa,58080,tt2404311,movie,"Comedy,Crime,Thriller",A,accion-aventura,The Good Doctor,IMDb movie The Family (tt2404311),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,mi último round,57440,tt1863321,movie,"Drama,Romance,Sport",A,,Civiles en Armas,IMDb movie My Last Round (tt1863321),pelicula,
Scripps - FreeWheel,Puerto Rico,sixty+days,57280,tt1003057,movie,Drama,B,,Chicago Fire,IMDb movie Sixty Days (tt1003057),pelicula,
LG Ads EMEA - SS,Mexico,las recién casadas,57200,tt0277268,movie,Drama,A,,Chicos del Barrio,IMDb movie Las recién casadas (tt0277268),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,infidelidad,57200,tt0250797,movie,"Drama,Romance,Thriller",B,,El Talismán,IMDb movie Unfaithful (tt0250797),pelicula,
FUNKE Digital GmbH | Publica,Mexico,una larga ausencia,56880,tt0054426,movie,"Drama,Mystery",A,,Curro Jiménez,IMDb movie The Long Absence (tt0054426),pelicula,
Ströer SSP GmbH (open RTB),Peru,lisbon beat,56160,tt10681296,movie,"Documentary,Music",A,,QWEST,IMDb movie Lisbon Beat (tt10681296),pelicula,
Scripps - FreeWheel,Puerto Rico,under+siege+2+dark+territory,56080,tt0114781,movie,"Action,Adventure,Thriller",A,,Under Siege 2 Dark Territory,IMDb movie Under Siege 2: Dark Territory (tt0114781),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor y acción en chicago,55840,tt0176948,movie,"Action,Comedy,Drama",A,,Go Ahead,IMDb movie Love and Action in Chicago (tt0176948),pelicula,
LG Ads EMEA - SS,Mexico,los campeones justicieros,55680,tt0261597,movie,"Action,Adventure,Crime",A,,burden of truth,IMDb movie The Champions of Justice (tt0261597),pelicula,
LG Ads EMEA - SS,Mexico,reina cristina,55520,tt0024481,movie,"Biography,Drama,History",A,romance,Reina Cristina,IMDb movie Queen Christina (tt0024481),pelicula,
LG Ads EMEA - SS,Mexico,6 balas,54960,tt1975249,movie,"Action,Crime,Drama",A,,The Good Doctor,IMDb movie 6 Bullets (tt1975249),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,alien: el secuestro,54240,tt0426396,movie,"Horror,Sci-Fi,Thriller",A,,Alto! Señorita Hua,IMDb movie Alien Abduction (tt0426396),pelicula,
Scripps - FreeWheel,Puerto Rico,justice+denied,54240,tt0097634,movie,"Biography,Crime,Drama",B,,Law and Order SVU,IMDb movie Justice Denied (tt0097634),pelicula,
OTTera.tv,Mexico,las reglas de la mafia,53920,tt1416801,movie,"Action,Biography,Crime",A,drama,Secret Life Of The Kangaroo,IMDb movie Kill the Irishman (tt1416801),pelicula,
LG Ads EMEA - SS,Mexico,la próxima generación,53760,tt2693664,movie,"Action,Drama,Romance",A,sci-fi,The Good Doctor,IMDb movie Young Ones (tt2693664),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,apartamento 12,53120,tt0156741,movie,"Comedy,Romance",A,,The Good Doctor,IMDb movie Apartment 12 (tt0156741),pelicula,
Scripps - FreeWheel,Puerto Rico,witness+for+the+prosecution,52960,tt0051201,movie,"Crime,Drama,Mystery",B,,The Listener,IMDb movie Witness for the Prosecution (tt0051201),pelicula,
LG Ads EMEA - SS,Mexico,s.o.s mujeres al mar 2,52640,tt4358196,movie,Comedy,A,,The Good Doctor,IMDb movie S.O.S. Women to the Sea 2 (tt4358196),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,demonic,52560,tt1841642,movie,"Horror,Mystery,Thriller",B,,DEMONIC (ES),IMDb movie Demonic (tt1841642),pelicula,
LG Ads EMEA - SS,Mexico,romance sobre ruedas,52240,tt0323830,movie,"Comedy,Drama",A,,Chicos del Barrio,IMDb movie Romance sobre ruedas (tt0323830),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,king arthur and the knights of the round table,52160,tt6735670,movie,"Action,Adventure,Crime",A,,Alto! Señorita Hua,IMDb movie King Arthur and the Knights of the Round Table (tt6735670),pelicula,
FreeTV via Springserve,Mexico,matadero,51840,tt0356870,movie,"Action,Crime,Drama",B,,Hell on Wheels,IMDb movie Matadero (tt0356870),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,cuates de australia,51680,tt2097844,movie,Documentary,A,,Homes Under The Hammer,IMDb movie Drought (tt2097844),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,sacred+ground,51680,tt0086227,movie,"Drama,Western",B,,Chicago Fire,IMDb movie Sacred Ground (tt0086227),pelicula,
TCL ADS - Springserve,Argentina,sanctuary,51600,tt4664244,movie,"Comedy,Drama,Romance",B,documental,seriesId_SANCTUARY,IMDb movie Sanctuary (tt4664244),pelicula,
Scripps - FreeWheel,Puerto Rico,alien+vs+predator,50800,tt0370263,movie,"Action,Adventure,Horror",A,"crimen-misterio,sci-fi",Alien vs Predator,IMDb movie Alien vs. Predator (tt0370263),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,fallen+heroes,50400,tt1094267,movie,"Crime,Drama",B,,Blue Bloods,IMDb movie Fallen Heroes (tt1094267),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,filosofía natural del amor,50240,tt2972122,movie,"Drama,Romance,Thriller",A,,Dark Matter,IMDb movie Filosofía Natural del Amor (tt2972122),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,fast and fierce: death race,49920,tt11765324,movie,Action,A,,City Confidential,IMDb movie Fast and Fierce: Death Race (tt11765324),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,apocalypse pompeii,49920,tt3384904,movie,"Action,Adventure,Drama",A,,City Confidential,IMDb movie Apocalypse Pompeii (tt3384904),pelicula,
Scripps - FreeWheel,Puerto Rico,out+of+control,49440,tt2101570,movie,"Action,Crime,Thriller",B,,NCIS,IMDb movie In the Blood (tt2101570),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,gente de bien,49440,tt1361318,movie,"Action,Adventure,Crime",B,drama,Haven,IMDb movie Good People (tt1361318),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,el pirata,48960,tt0068442,movie,"Action,Drama",B,,Compañero de Cena,IMDb movie The Pirate (tt0068442),pelicula,
LG Ads EMEA - SS,Mexico,muñecas peligrosas,48880,tt0311554,movie,"Action,Adventure,Comedy",A,,Chicos del Barrio,IMDb movie Muñecas peligrosas (tt0311554),pelicula,
LG Ads EMEA - SS,Mexico,rostos na multidão,48880,tt1536410,movie,"Crime,Drama,Mystery",A,terror,The Good Doctor,IMDb movie Faces in the Crowd (tt1536410),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,jurassic school,48800,tt6131386,movie,"Comedy,Drama,Family",A,,Alto! Señorita Hua,IMDb movie Jurassic School (tt6131386),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,la emboscada,48160,tt0137494,movie,"Action,Crime,Romance",B,drama,Fago,IMDb movie Entrapment (tt0137494),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,dragon crusaders,48000,tt1999141,movie,"Action,Adventure,Fantasy",A,,City Confidential,IMDb movie Dragon Crusaders (tt1999141),pelicula,
LG Ads EMEA - SS,Mexico,terapia do sexo,47680,tt1932718,movie,"Comedy,Drama,Romance",B,,The Good Doctor,IMDb movie Thanks for Sharing (tt1932718),pelicula,
OTTera.tv,Mexico,invitacion a morir,47360,tt0419848,movie,"Action,Crime,Mystery",A,,AtmosphereTV,IMDb movie Invitación a morir (tt0419848),pelicula,
Scripps - FreeWheel,Puerto Rico,sins+of+the+past,47040,tt5808858,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Sins of the Past (tt5808858),pelicula,
Scripps - FreeWheel,Puerto Rico,blood+and+bone,46400,tt0346631,movie,"Action,Crime,Drama",A,,Blood And Bone,IMDb movie Blood and Bone (tt0346631),pelicula,
Kidoodle OpenWrap OTT,Mexico,world 1 - part 1,46160,tt3683544,movie,"Action,Sci-Fi,Thriller",A,,Yoshi's Woolly World,IMDb movie Quantum (tt3683544),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,age of dinosaurs,45760,tt2518926,movie,"Action,Adventure,Sci-Fi",A,,City Confidential,IMDb movie Age of Dinosaurs (tt2518926),pelicula,
Kidoodle OpenWrap OTT,Mexico,let's make music,44000,tt0032700,movie,"Drama,Music,Romance",A,,Barney and Friends Special - Let's Make Music,IMDb movie Let's Make Music (tt0032700),pelicula,
Scripps - FreeWheel,Puerto Rico,breakwater,43840,tt13924484,movie,"Crime,Drama,Mystery",B,,Law and Order SVU,IMDb movie Breakwater (tt13924484),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,gone+baby+gone,43040,tt0452623,movie,"Crime,Drama,Mystery",B,,FBI,IMDb movie Gone Baby Gone (tt0452623),pelicula,
Scripps - FreeWheel,Puerto Rico,harlem+nights,42960,tt0097481,movie,"Comedy,Crime,Drama",B,romance,Harlem Nights,IMDb movie Harlem Nights (tt0097481),pelicula,
Scripps - FreeWheel,Puerto Rico,blown+away,42720,tt0109303,movie,"Action,Crime,Drama",B,,NCIS,IMDb movie Blown Away (tt0109303),pelicula,
Kidoodle OpenWrap OTT,Puerto Rico,pinkfong sing-along movie 2: wonderstar concert,42720,tt23871460,movie,"Animation,Comedy,Family",A,,Pinkfong Sing-Along Movie 2: Wonderstar Concert,IMDb movie Pinkfong Sing-Along Movie 2: Wonderstar Concert (tt23871460),pelicula,
Scripps - FreeWheel,Puerto Rico,boom,42720,tt0330082,movie,"Crime,Thriller",B,,NCIS,IMDb movie Boom (tt0330082),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,presumed+guilty,42240,tt1582244,movie,"Biography,Crime,Drama",B,,Law and Order SVU,IMDb movie Guilty (tt1582244),pelicula,
LG Ads EMEA - SS,Mexico,that's what i am,42080,tt1606180,movie,"Comedy,Drama,Romance",A,,AtmosphereTV,IMDb movie That's What I Am (tt1606180),pelicula,
LG Ads EMEA - SS,Mexico,venganza del más allá,42000,tt6738136,movie,"Action,Drama,Horror",A,,The Good Doctor,IMDb movie Revenge (tt6738136),pelicula,
Scripps - FreeWheel,Puerto Rico,guardian,41760,tt3778212,movie,"Action,Crime,Drama",B,,NCIS,IMDb movie Guardian (tt3778212),pelicula,
OTTera.tv,Mexico,wanting,41440,tt14148124,movie,Action,B,,Rookie Blue,IMDb movie Wanting (tt14148124),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,sombras siniestras,41280,tt10306450,movie,Thriller,A,terror,Sigue Adelante,IMDb movie The Kindred (tt10306450),pelicula,
LG Ads EMEA - SS,Mexico,la premonición,41120,tt0075097,movie,"Horror,Thriller",B,,The Good Doctor,IMDb movie The Premonition (tt0075097),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la tarea,40800,tt1239216,movie,"Drama,Family",B,,The Good Doctor,IMDb movie The Assignment (tt1239216),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,por el amor de george,40320,tt3330948,movie,"Comedy,Drama,Romance",A,,The Good Doctor,IMDb movie For the Love of George (tt3330948),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,enamorada,40000,tt0038510,movie,"Drama,Romance,War",B,,En Nombre del Honor,IMDb movie Enamorada (tt0038510),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,un día inolvidable,39360,tt0117247,movie,"Comedy,Drama,Romance",B,,A las once en casa,IMDb movie One Fine Day (tt0117247),pelicula,
Scripps - FreeWheel,Puerto Rico,little,39040,tt8085790,movie,"Comedy,Fantasy,Romance",B,,Little,IMDb movie Little (tt8085790),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,clean. part 2,38480,tt10023022,movie,"Action,Crime,Drama",B,,The Chosen,IMDb movie Clean (tt10023022),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,hasta que la muerte nos separe,38080,tt3011894,movie,"Comedy,Drama,Thriller",B,,Bitten,IMDb movie Wild Tales (tt3011894),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,saving santaland,38080,tt7756084,movie,"Comedy,Family,Romance",A,,Compañero de Cena,IMDb movie The Farmer and the Belle: Saving Santaland (tt7756084),pelicula,
LG Ads EMEA - SS,Mexico,muchachos impacientes,37760,tt0198785,movie,"Comedy,Musical",A,,Chicos del Barrio,IMDb movie Muchachos impacientes (tt0198785),pelicula,
Scripps - FreeWheel,Puerto Rico,road+to+nowhere,37440,tt1504319,movie,"Crime,Mystery,Romance",B,,NCIS,IMDb movie Road to Nowhere (tt1504319),pelicula,
Scripps - FreeWheel,Puerto Rico,heaven+with+a+gun,37120,tt0064409,movie,"Drama,Western",B,,Heaven With A Gun,IMDb movie Heaven with a Gun (tt0064409),pelicula,
FreeTV via Springserve,Mexico,luna de sangre,36960,tt0265752,movie,"Drama,Fantasy,Horror",B,,Hell on Wheels,IMDb movie Wolf Girl (tt0265752),pelicula,
Scripps - FreeWheel,Puerto Rico,evil+eye,36960,tt0071471,movie,"Crime,Horror,Mystery",B,,NCIS,IMDb movie Evil Eye (tt0071471),pelicula,
LG Ads EMEA - SS,Mexico,greta,36800,tt1059925,movie,"Drama,Romance",B,infantil-familia,The Good Doctor,IMDb movie According to Greta (tt1059925),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,darkland: o retorno,36640,tt20204996,movie,"Action,Thriller",A,,Modern Marvels,IMDb movie Darkland: The Return (tt20204996),pelicula,
"NEW ID Co., Ltd.",Mexico,un amor imposible,36560,tt1441952,movie,"Comedy,Drama,Romance",B,,Un amor imposible,IMDb movie Salmon Fishing in the Yemen (tt1441952),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,hemingway,36560,tt2522132,movie,Comedy,B,,The Good Doctor,IMDb movie Hemingway (tt2522132),pelicula,
FreeTV via Springserve,Mexico,bienvenido al paraíso,36480,tt0099291,movie,"Drama,Romance,War",A,,Clase Alta,IMDb movie Come See the Paradise (tt0099291),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,la casa del demonio,36480,tt1841642,movie,"Horror,Mystery,Thriller",B,,La Autopsia Lo Dirá,IMDb movie Demonic (tt1841642),pelicula,
LG Ads EMEA - SS,Mexico,frank & penelope,36320,tt4459134,movie,"Horror,Thriller",A,,The Good Doctor,IMDb movie Frank and Penelope (tt4459134),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,gunshy,35840,tt0171356,movie,"Comedy,Crime,Romance",B,,Tropical Heat,IMDb movie Gun Shy (tt0171356),pelicula,
Ex.co (oRTB/CTV),Mexico,jordan,35360,tt1354022,movie,"Adventure,Drama,Thriller",B,,Jordan,IMDb movie Jordan (tt1354022),pelicula,
LG Ads EMEA - SS,Mexico,asesino a sueldo,35280,tt0425210,movie,"Crime,Drama,Thriller",B,"accion-aventura,comedia",The Good Doctor,IMDb movie Lucky Number Slevin (tt0425210),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,el hombre del saco,34880,tt22050310,movie,"Adventure,Fantasy,Horror",B,,Doctor en Turno,IMDb movie The Boogeyman: The Origin of the Myth (tt22050310),pelicula,
LG Ads EMEA - SS,Mexico,thunder,34800,tt0086434,movie,"Action,Crime,Drama",B,,The Chosen,IMDb movie Thunder (tt0086434),pelicula,
Scripps - FreeWheel,Puerto Rico,cheyenne+autumn,34720,tt0057940,movie,"Drama,History,Western",A,,Cheyenne Autumn,IMDb movie Cheyenne Autumn (tt0057940),pelicula,
Scripps - FreeWheel,Puerto Rico,the+bank+job,34560,tt0200465,movie,"Crime,Thriller",B,drama,The Listener,IMDb movie The Bank Job (tt0200465),pelicula,
FreeTV via Springserve,Mexico,chinatown,34320,tt0071315,movie,"Drama,Mystery,Thriller",B,,Hell on Wheels,IMDb movie Chinatown (tt0071315),pelicula,
LG Ads EMEA - SS,Mexico,código de honra,34160,tt4060866,movie,"Action,Crime,Thriller",B,drama,The Good Doctor,IMDb movie Code of Honor (tt4060866),pelicula,
Scripps - FreeWheel,Puerto Rico,lonely+hearts,34080,tt0441774,movie,"Biography,Crime,Drama",B,,NCIS,IMDb movie Lonely Hearts (tt0441774),pelicula,
Scripps - FreeWheel,Puerto Rico,wide+awake,33600,tt1127855,movie,"Crime,Drama,Mystery",B,,NCIS,IMDb movie Wide Awake (tt1127855),pelicula,
Scripps - FreeWheel,Puerto Rico,on+fire,33120,tt0245904,movie,"Crime,Drama,Mystery",B,,NCIS,IMDb movie Forgive Me Father (tt0245904),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,sin salida,32800,tt0106918,movie,"Crime,Drama,Mystery",B,,Comisario Heldt,IMDb movie The Firm (tt0106918),pelicula,
LG Ads EMEA - SS,Mexico,conexión mortal,32560,tt0775440,movie,"Action,Adventure,Horror",B,sci-fi,The Good Doctor,IMDb movie Cell (tt0775440),pelicula,
LG Ads EMEA - SS,Mexico,mejor otro día,32000,tt0458413,movie,"Comedy,Drama",A,,The Good Doctor,IMDb movie A Long Way Down (tt0458413),pelicula,
Scripps - FreeWheel,Puerto Rico,to+die+for,32000,tt0114681,movie,"Comedy,Crime,Drama",B,,The Listener,IMDb movie To Die For (tt0114681),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,monster,32000,tt0468492,movie,"Drama,Horror,Sci-Fi",B,comedia,NCIS New Orleans,IMDb movie The Host (tt0468492),pelicula,
LG Ads EMEA - SS,Mexico,conectado,31920,tt1156506,movie,"Action,Adventure,Crime",A,,The Good Doctor,IMDb movie Connected (tt1156506),pelicula,
LG Ads EMEA - SS,Mexico,compromiso mortal,31680,tt0223120,movie,Thriller,A,,Compromiso Mortal,IMDb movie A Deadly Compromise (tt0223120),pelicula,
OTTera.tv,Mexico,friday the 13th,31680,tt0211443,movie,"Action,Horror,Sci-Fi",B,,Rookie Blue,IMDb movie Jason X (tt0211443),pelicula,
LG Ads EMEA - SS,Mexico,entrenado para matar,31520,tt1598873,movie,"Action,Crime,Drama",B,,The Good Doctor,IMDb movie Cleanskin (tt1598873),pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,treasure+hunt,31520,tt13251982,movie,Drama,B,,NCIS New Orleans,IMDb movie Treasure Hunt (tt13251982),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,pecado original,31520,tt0218922,movie,"Crime,Drama,Mystery",B,romance,El Zorro Viejo,IMDb movie Original Sin (tt0218922),pelicula,
LG Ads EMEA - SS,Mexico,ela disse. ele disse,31440,tt9660006,movie,"Comedy,Family,Romance",A,,The Good Doctor,"IMDb movie She Said, He Said (tt9660006)",pelicula,
"Seedtag Advertising, S.L. (ORTB)",Puerto Rico,safe+haven,31360,tt1702439,movie,"Drama,Romance,Thriller",B,,Criminal Minds,IMDb movie Safe Haven (tt1702439),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,life. la vida de james dean,31200,tt2948840,movie,"Biography,Drama",A,,Haven,IMDb movie Life (tt2948840),pelicula,
LG Ads EMEA - SS,Mexico,la rebelión de los muertos vivientes,31120,tt5662550,movie,"Action,Horror,Sci-Fi",A,,The Good Doctor,IMDb movie Dead Trigger (tt5662550),pelicula,
LG Ads EMEA - SS,Mexico,lucha por la libertad,31040,tt1124037,movie,"Action,Biography,Drama",B,,The Good Doctor,IMDb movie Free State of Jones (tt1124037),pelicula,
Scripps - FreeWheel,Puerto Rico,end+of+the+line,30720,tt0092967,movie,"Comedy,Drama,Romance",B,,NCIS New Orleans,IMDb movie End of the Line (tt0092967),pelicula,
FreeTV via Springserve,Mexico,la huelga,30400,tt0015361,movie,Drama,A,,Hell on Wheels,IMDb movie Strike (tt0015361),pelicula,
Scripps - FreeWheel,Puerto Rico,in+a+valley+of+violence,30400,tt3608930,movie,"Action,Drama,Western",A,crimen-misterio,In A Valley Of Violence,IMDb movie In a Valley of Violence (tt3608930),pelicula,
OTTera.tv,Mexico,under fire,29920,tt32394984,movie,"Action,Drama,Mystery",B,,Rookie Blue,IMDb movie Brothers Under Fire (tt32394984),pelicula,
LG Ads EMEA - SS,Mexico,los vampiros de coyoacán,29840,tt0159818,movie,"Action,Horror,Mystery",A,,Chicos del Barrio,IMDb movie Los vampiros de Coyoacán (tt0159818),pelicula,
Scripps - FreeWheel,Puerto Rico,irl,29280,tt20564396,movie,Crime,B,,NCIS,IMDb movie IRL (tt20564396),pelicula,
LG Ads EMEA - SS,Mexico,me enamoré de una chica cristiana,29200,tt1618432,movie,"Crime,Drama,Romance",A,,The Good Doctor,IMDb movie I'm in Love with a Church Girl (tt1618432),pelicula,
