Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
OTTera.tv,Argentina,lola and virginia-ep01-onion trick,48240,tt1166121,tvSeries,"Animation,Family",A,comedia,"films&tvshows,tv series,drama,romance,youth",pelicula (generico);drama;romance,"drama!=animacion,comedia,infantil-familia","pelicula (generico),romance,animacion,infantil-familia,comedia"
OTTera.tv,Colombia,mustard pancakes episode 5 : a suitcase for mr. d,48000,tt0433725,tvSeries,Family,A,,"films&tvshows,tv series,adventure,fantasy,animation/cartoon",pelicula (generico);aventura;fantasia;animacion,accion-aventura!=infantil-familia,"pelicula (generico),fantasia,animacion,infantil-familia"
Connekt Media (oRTB CTV),Mexico,tempestad,47520,tt3800560,movie,Documentary,B,,acción,accion,accion-aventura!=documental,documental
Televisa Univision via SpringServe,Mexico,la que no podia amar,47280,tt2012381,tvSeries,"Drama,Romance",A,telenovela,news,noticias,"noticias!=drama,romance,telenovela","drama,romance,telenovela"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,el gran robo,44000,tt1935194,movie,"Action,Adventure,Crime",B,,comedy,comedia,"comedia!=accion-aventura,crimen-misterio","accion,crimen"
OTTera.tv,Argentina,calais children: a case to answer,42480,tt7710476,movie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
TCL ADS - Springserve,Argentina,children of isis,41520,tt5585972,tvMovie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
OTTera.tv,Argentina,darwin and newts ep10-nocturnal animals,40800,tt8713700,tvSeries,Animation,A,,"nature,kids education,tv series,adventure",documental;aventura,documental!=animacion;accion-aventura!=animacion,animacion
OTTera.tv,Argentina,swami ayyappan,38880,tt2335908,movie,"Action,Adventure,Animation",B,,"faith & family,entertainment,religion,biography,feature film",religion;infantil-familia;entretenimiento;documental,"documental!=accion-aventura,animacion","religion,infantil-familia,entretenimiento,accion,animacion"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,monkey business,37600,tt0022158,movie,"Comedy,Family,Musical",B,,aventura,aventura,"accion-aventura!=comedia,infantil-familia,musica","comedia,infantil-familia,musica"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor sin condición,35200,tt6173488,tvMovie,"Drama,Mystery,Romance",A,,family,infantil-familia,"infantil-familia!=crimen-misterio,drama,romance","drama,misterio,romance"
OTTera.tv,Argentina,freefonix-ep02-love stinks,35040,tt0943642,tvSeries,"Animation,Family,Music",A,,"films&tvshows,tv series,entertainment,romance",pelicula (generico);entretenimiento;romance,"romance!=animacion,infantil-familia,musica","pelicula (generico),entretenimiento,animacion,infantil-familia,musica"
EXTE - Rich Audience (oRTB),Mexico,entre piernas,32480,tt2913398,video,Drama,B,,comedy,comedia,comedia!=drama,drama
TCL ADS - Springserve,Argentina,nosey,31920,tt7945374,short,"Comedy,Short,Thriller",B,,"reality tv,music",reality;musica,"reality!=comedia,crimen-misterio;musica!=comedia,crimen-misterio","comedia,thriller"
