Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
OTTera.tv,Mexico,chicken stew season 1,3673760,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
iion Pty Ltd,Argentina,yoyo season 1,3577760,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
PML Digital,Chile,um anjo na terra,3057360,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
iion Pty Ltd,Mexico,chicken stew season 3,2491600,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
Vidaa,Mexico,la cq nuevo ingreso,2295360,tt34896333,tvSeries,Comedy,A,,Not Available,serie,imdb,la cq nuevo ingreso,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la vecina,2145360,tt4696338,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,la vecina,,
OTTera.tv,Colombia,carl the super truck season 1,1942800,tt7818360,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,carl the super truck,1,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,para volver a amar,1817440,tt1699171,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,para volver a amar,,
OTTera.tv,Mexico,el peso del amor,1552480,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
iion Pty Ltd,Chile,día cero,1483360,tt23872886,tvMiniSeries,"Drama,Thriller",B,,Not Available,serie,imdb,día cero,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,de que te quiero te quiero,1407360,tt2983896,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,de que te quiero te quiero,,
Vidaa,Mexico,la familia p luche,1289280,tt1244672,tvSeries,Comedy,A,,Not Available,serie,imdb,la familia p luche,,
OTTera.tv,Mexico,bbc news,1229760,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
OTTera.tv,Mexico,como dice el dicho,1032160,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
iion Pty Ltd,Peru,thoughty2: season 1,1032000,tt13384196,tvSeries,Documentary,A,,Not Available,serie,titulo,thoughty2,1,
iion Pty Ltd,Mexico,thrillbillies,1002240,tt1500999,tvSeries,Sport,B,,Not Available,serie,imdb,thrillbillies,,
TCL ADS - Springserve,Mexico,cain (part 1),966720,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADS - Springserve,Argentina,jajaja,954720,tt1452626,movie,"Comedy,Drama,Romance",A,,Not Available,serie,intra_titulo,JAJAJA,,
iion Pty Ltd,Mexico,forest frenzy of boonie bears season 4,950960,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
iion Pty Ltd,Mexico,dread%20the%20unsolved,914720,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread%20the%20unsolved,,
TCL ADS - Springserve,Argentina,dread the unsolved,886000,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
Select Plus PTE LTD (CTV),Mexico,x-men%3a%20evolution%20season%202,831840,tt0247827,tvSeries,"Action,Adventure,Animation",A,comedia,Not Available,serie,imdb,x-men%3a%20evolution%20season%202,,
TCL ADS - Springserve,Mexico,chronic%20horror,797120,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic%20horror,,
TCL ADS - Springserve,Chile,cain (part 1),760320,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
OTTera.tv,Argentina,melody,730560,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
OTTera.tv,Mexico,arcana famiglia,708000,tt2250048,tvMiniSeries,"Action,Adventure,Animation",A,,Not Available,serie,imdb,arcana famiglia,,
Select Plus PTE LTD (CTV),Colombia,continuum: trailer,704320,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
Vidaa,Chile,la rosa de guadalupe,666560,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
AWG Media,Peru,grandes parejas,657760,,,,,,Not Available,serie,intra_titulo,Curro Jiménez,,
iion Pty Ltd,Mexico,container%20masters,646880,tt10257240,tvSeries,Reality-TV,A,,Not Available,serie,imdb,container%20masters,,
iion Pty Ltd,Colombia,x-men: evolution season 2,639680,tt0247827,tvSeries,"Action,Adventure,Animation",A,comedia,Not Available,serie,titulo,x-men: evolution,2,
Select Plus PTE LTD (CTV),Colombia,returned,638160,tt2521668,tvSeries,"Drama,Horror,Mystery",B,,Not Available,serie,imdb,returned,,
Televisa Univision via SpringServe,Mexico,telehit,636800,tt0471063,tvSeries,Music,A,,Not Available,serie,imdb,telehit,,
OTTera.tv,Mexico,chicken stew season 2,626080,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,2,
OTTera.tv,Chile,gatchaman crowds,605680,tt2959370,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,imdb,gatchaman crowds,,
OTTera.tv,Peru,breathe,587520,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADS - Springserve,Mexico,search party   season 3 official trailer   hbo max,519840,tt5460226,tvSeries,"Comedy,Crime,Drama",B,,Not Available,serie,titulo,search party,3,
TCL ADs (APAC),Colombia,grudge race,499600,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
TCL ADS - Springserve,Argentina,babybus canciones infantiles - temporada 4,491200,,,,,,Not Available,serie,titulo,babybus canciones infantiles,4,
OTTera.tv,Colombia,malcolm in the middle,488480,tt0212671,tvSeries,"Comedy,Drama,Family",A,,Not Available,serie,imdb,malcolm in the middle,,
Vidaa,Mexico,porque el amor manda,481360,tt2401754,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,porque el amor manda,,
OTTera.tv,Mexico,e2. sandy mountains of brazil,459200,,,,,,Not Available,serie,titulo,sandy mountains of brazil,,2
iion Pty Ltd,Chile,notorious: trailer,447360,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
Select Plus PTE LTD (CTV),Mexico,chicken%20stew%20season%202,440640,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,imdb,chicken%20stew%20season%202,,
Televisa Univision via SpringServe,Mexico,amy la nina de la mochila azul,416880,tt0389569,tvSeries,"Drama,Family",A,telenovela,Not Available,serie,imdb,amy la nina de la mochila azul,,
TCL ADs (APAC),Chile,bump,414240,tt13751472,tvSeries,"Comedy,Drama,Romance",B,,Not Available,serie,imdb,bump,,
NubaTV - SpringServe,Mexico,the baddest bad boy,412880,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
Select Plus PTE LTD (CTV),Chile,overwatch 2 - official season 16: stadium trailer,411200,,,,,,Not Available,serie,titulo,overwatch 2 - official,16,
iion Pty Ltd,Colombia,chicken stew season 3,406560,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,3,
iion Pty Ltd,Mexico,continuum: trailer,397120,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
"VGI CTV, Inc APAC",Mexico,la rosa de guadalupe,389760,tt1192302,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,la rosa de guadalupe,,
Vidaa,Honduras,soy tu duena,387760,tt1630269,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,soy tu duena,,
Vidaa  APAC Hisense Headquarter,Mexico,una familia con suerte,381680,tt1853455,tvSeries,"Comedy,Drama,Family",A,telenovela,Not Available,serie,imdb,una familia con suerte,,
iion Pty Ltd,Mexico,e9. the american east,380800,,,,,,Not Available,serie,titulo,the american east,,9
iion Pty Ltd,Colombia,the baddest bad boy,367040,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Colombia,breathe,366880,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
OTTera.tv,Ecuador,grandes parejas,364640,,,,,,Not Available,serie,intra_titulo,Curro Jiménez,,
Select Plus PTE LTD (CTV),Chile,continuum,359040,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
Vidaa  APAC Hisense Headquarter,Argentina,como dice el dicho,354800,tt1831897,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,como dice el dicho,,
Select Plus PTE LTD (CTV),Mexico,haus of horror,351840,tt13840526,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,haus of horror,,
OTTera.tv,Venezuela,notorious: trailer,350400,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
OTTera.tv,Argentina,un caso para dos s04,341520,tt0081860,tvSeries,"Crime,Thriller",B,,Not Available,serie,imdb,un caso para dos,4,
iion Pty Ltd,Colombia,naruto shippuden temporada 9,313920,tt0988824,tvSeries,"Action,Adventure,Animation",A,,Not Available,serie,titulo,naruto shippuden,9,
TCL ADs (APAC),Argentina,chicken stew season 1,297120,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
Select Plus PTE LTD (CTV),El Salvador,día cero,291840,tt23872886,tvMiniSeries,"Drama,Thriller",B,,Not Available,serie,imdb,día cero,,
TCL ADS - Springserve,Argentina,el caso de mi vida: temporada 4,291600,,,,,,Not Available,serie,titulo,el caso de mi vida,4,
OTTera.tv,Costa Rica,chronic horror,289120,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
iion Pty Ltd,Argentina,policia especial de hamburgo temporada 1,288480,,,,,,Not Available,serie,titulo,policia especial de hamburgo,1,
iion Pty Ltd,Chile,rider,287840,tt4215810,movie,Thriller,D,,Not Available,serie,intra_titulo,rider,,
Vidaa,Mexico,en tierras salvajes,286640,tt7164010,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,en tierras salvajes,,
iion Pty Ltd,Mexico,bbc news,286080,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc news,,
Select Plus PTE LTD (CTV),Chile,forest frenzy of boonie bears season 1,276160,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,1,
Select Plus PTE LTD (CTV),Peru,starhyke,268000,tt1520150,tvSeries,"Comedy,Sci-Fi",A,,Not Available,serie,imdb,starhyke,,
PML Digital,Chile,ted the train season 1,266080,,,,,,Not Available,serie,titulo,ted the train,1,
iion Pty Ltd,Peru,cain (part 1),264000,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
Televisa Univision via SpringServe,Mexico,mi marido tiene familia,262080,tt6938094,tvSeries,"Comedy,Drama",A,telenovela,Not Available,serie,imdb,mi marido tiene familia,,
TCL ADs (APAC),Mexico,vitaminix season 1,261600,tt6469326,tvSeries,"Animation,Documentary,Family",C,,Not Available,serie,titulo,vitaminix,1,
Select Plus PTE LTD (CTV),Mexico,digital lizards of doom: lava or licorice season 1,257920,,,,,,Not Available,serie,titulo,digital lizards of doom: lava or licorice,1,
PML Digital,Chile,robofuse season 1,257680,,,,,,Not Available,serie,titulo,robofuse,1,
Select Plus PTE LTD (CTV),Argentina,rose garden,256560,tt0076172,movie,"Drama,Fantasy",D,,Not Available,serie,intra_titulo,Rose Garden,,
TCL ADS - Springserve,Dominican Republic,forest frenzy of boonie bears season 3,254400,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,3,
OTTera.tv,Mexico,baby shark tv,245120,,,,,,Not Available,serie,intra_titulo,Bebefinn Playtime,,
TCL ADS - Springserve,Argentina,the boss affair,244800,tt23054736,tvMiniSeries,"Comedy,Romance",A,,Not Available,serie,imdb,the boss affair,,
iion Pty Ltd,Peru,continuum,244320,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
OTTera.tv,Mexico,e4. powering batteries and gadgets in rvs,243520,,,,,,Not Available,serie,titulo,powering batteries and gadgets in rvs,,4
iion Pty Ltd,Argentina,breathe,216320,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,la que no podia amar,211520,tt2012381,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,la que no podia amar,,
Vidaa,Mexico,sin tu mirada,211440,tt7314988,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,sin tu mirada,,
Televisa Univision via SpringServe,Peru,because this is my first life,211200,tt7278588,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,because this is my first life,,
TCL ADs (APAC),Mexico,e9. lake superior,208160,,,,,,Not Available,serie,titulo,lake superior,,9
TCL ADS - Springserve,Costa Rica,the adventures of danny & the dingo,207360,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
iion Pty Ltd,Colombia,tetris,206960,tt12758060,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,tetris,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,american hidden story season 2,192480,,,,,,Not Available,serie,titulo,american hidden story,2,
OTTera.tv,Peru,cain (part 1),190720,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
iion Pty Ltd,Peru,the adventures of danny & the dingo,187120,tt1302810,tvSeries,Sport,A,,Not Available,serie,imdb,the adventures of danny & the dingo,,
iion Pty Ltd,Argentina,drive thru history season 4,183360,tt1281983,tvSeries,"Documentary,Family,History",A,,Not Available,serie,titulo,drive thru history,4,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,un gancho al corazon,183280,tt1285297,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,un gancho al corazon,,
OTTera.tv,Mexico,los cuentos de lupin (temporada 1),183040,tt13822590,tvMiniSeries,Animation,C,,Not Available,serie,titulo,los cuentos de lupin,1,
iion Pty Ltd,Mexico,c4 en alerta,181920,,,,,,Not Available,serie,intra_titulo,C4 en Alerta,,
Select Plus PTE LTD (CTV),Chile,starhyke,180560,tt1520150,tvSeries,"Comedy,Sci-Fi",A,,Not Available,serie,imdb,starhyke,,
Select Plus PTE LTD (CTV),Puerto Rico,the baddest bad boy,179360,tt13840630,tvMiniSeries,Comedy,A,,Not Available,serie,imdb,the baddest bad boy,,
iion Pty Ltd,Argentina,bibi workshop season 1,178080,,,,,,Not Available,serie,titulo,bibi workshop,1,
PML Digital,Argentina,grudge race,177120,tt6291472,tvSeries,Reality-TV,A,,Not Available,serie,imdb,grudge race,,
Select Plus PTE LTD (CTV),Mexico,barry's animal hospital season 1,176800,,,,,,Not Available,serie,titulo,barry's animal hospital,1,
iion Pty Ltd,Argentina,ethan the dump truck season 2,176560,tt7826970,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,ethan the dump truck,2,
OTTera.tv,Peru,spy penguin season 1,175040,tt11328836,tvMiniSeries,Animation,C,,VOD,serie,titulo,spy penguin,1,
Select Plus PTE LTD (CTV),Chile,forest frenzy of boonie bears season 2,172000,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,2,
Vidaa  APAC Hisense Headquarter,Mexico,lo que la vida me robo,169360,tt3223004,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,lo que la vida me robo,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,corazon traicionado,166240,tt6081274,tvSeries,"Drama,Romance,Thriller",A,telenovela,Not Available,serie,imdb,corazon traicionado,,
iion Pty Ltd,Chile,starhyke,164640,tt1520150,tvSeries,"Comedy,Sci-Fi",A,,Not Available,serie,imdb,starhyke,,
iion Pty Ltd,Argentina,shark academy nursery rhymes season 1,163840,,,,,,Not Available,serie,titulo,shark academy nursery rhymes,1,
OTTera.tv,Colombia,hey! pikmin season 1,161920,,,,,,Not Available,serie,titulo,hey! pikmin,1,
iion Pty Ltd,Colombia,animacars season 2,161120,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
TCL ADs (APAC),Argentina,kenpuu denki berserk,161040,tt0318871,tvSeries,"Action,Adventure,Animation",A,fantasia,Not Available,serie,imdb,kenpuu denki berserk,,
OTTera.tv,Argentina,tom the tow truck season 1,160800,tt5911560,tvSeries,Family,A,,Not Available,serie,titulo,tom the tow truck,1,
OTTera.tv,Colombia,fox and rabbit season 1,158240,tt0437300,short,"Animation,Family,Short",A,,Not Available,serie,titulo,fox and rabbit,1,
iion Pty Ltd,Colombia,scarred,157600,tt2983900,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,scarred,,
PML Digital,Argentina,babies in car city season 1,155280,tt7826976,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,babies in car city,1,
TCL ADS - Springserve,Argentina,duck camp dinners season 2,155280,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,2,
TCL ADS - Springserve,Chile,northwest passage,155120,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
OTTera.tv,Puerto Rico,chronic horror,154720,tt13415674,tvMiniSeries,"Comedy,Horror",A,,Not Available,serie,imdb,chronic horror,,
OTTera.tv,Argentina,breathe,154480,tt6466208,tvSeries,"Crime,Drama,Thriller",B,,Not Available,serie,imdb,breathe,,
TCL ADS - Springserve,Argentina,super abby season 1,152880,,,,,,Not Available,serie,titulo,super abby,1,
TCL ADS - Springserve,Mexico,bibi workshop season 1,151200,,,,,,Not Available,serie,titulo,bibi workshop,1,
iion Pty Ltd,Mexico,something scary season 3,151040,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,3,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amorcito corazon,146720,tt2046305,tvSeries,"Comedy,Drama,Romance",B,telenovela,Not Available,serie,imdb,amorcito corazon,,
OTTera.tv,Costa Rica,sindbad and the seven galaxies season 1,146560,,,,,,Not Available,serie,titulo,sindbad and the seven galaxies,1,
OTTera.tv,Peru,notorious: trailer,146560,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
iion Pty Ltd,Ecuador,tetris,145760,tt12758060,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,tetris,,
Vidaa,Mexico,cadenas de amargura,144720,tt0215397,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,cadenas de amargura,,
Vidaa,Peru,pequeños gigantes,143920,tt1945875,tvSeries,"Family,Music,Reality-TV",B,,Not Available,serie,imdb,pequeños gigantes,,
Vidaa,Mexico,simon dice,142800,tt8777518,tvSeries,Comedy,B,,Not Available,serie,imdb,simon dice,,
TCL ADs (APAC),Mexico,something scary season 4,142560,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,4,
Televisa Univision via SpringServe,Mexico,al diablo con los guapos,141360,tt1132292,tvSeries,"Drama,Romance",A,telenovela,Not Available,serie,imdb,al diablo con los guapos,,
TCL ADs (APAC),Mexico,um anjo na terra,141280,tt0086730,tvSeries,"Drama,Fantasy",B,,Not Available,serie,imdb,um anjo na terra,,
Select Plus PTE LTD (CTV),Peru,judas,141120,tt9537450,tvSeries,"Biography,Crime,Drama",B,,Not Available,serie,imdb,judas,,
iion Pty Ltd,Bolivia,tetris,140320,tt12758060,movie,"Biography,Drama,History",D,,Not Available,serie,intra_titulo,tetris,,
TCL ADS - Springserve,Mexico,monstruos de rio,139840,tt1476750,tvSeries,"Adventure,Documentary,Mystery",A,,Not Available,serie,imdb,monstruos de rio,,
TCL ADS - Springserve,Mexico,bbc%20news,137920,tt0240256,tvSeries,News,B,,Not Available,serie,imdb,bbc%20news,,
TCL ADs (APAC),Chile,notorious: trailer,134480,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
iion Pty Ltd,Peru,duck camp dinners season 1,134160,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
PML Digital,Argentina,vampirina: teenage vampire,134160,tt34385400,tvSeries,"Adventure,Comedy,Family",A,,Not Available,serie,imdb,vampirina: teenage vampire,,
Vidaa,Mexico,maria belen,133360,tt0279571,tvSeries,"Drama,Family,Romance",A,telenovela,Not Available,serie,imdb,maria belen,,
Unruly Group LLC (oRTB),Colombia,forest frenzy of boonie bears season 4,132000,,,,,,Not Available,serie,titulo,forest frenzy of boonie bears,4,
TCL ADS - Springserve,Mexico,future chicken - music videos season 2,131520,,,,,,Not Available,serie,titulo,future chicken - music videos,2,
TCL ADS - Springserve,Mexico,continuum,130240,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
PML Digital,Chile,duck camp dinners season 1,130080,tt35146256,tvSeries,Reality-TV,A,,Not Available,serie,titulo,duck camp dinners,1,
iion Pty Ltd,Peru,something scary season 4,129840,tt8192306,tvSeries,"Animation,Horror,Short",B,,Not Available,serie,titulo,something scary,4,
iion Pty Ltd,Peru,northwest passage: trailer,129760,tt0051299,tvSeries,"Adventure,Drama,Western",B,,Not Available,serie,imdb,northwest passage,,
OTTera.tv,Venezuela,melody,129120,tt25437934,tvSeries,"Comedy,Drama,Musical",B,,Not Available,serie,imdb,melody,,
TCL ADS - Springserve,Mexico,amores de historia,128560,tt5115398,tvMiniSeries,Romance,A,drama,Not Available,serie,imdb,amores de historia,,
iion Pty Ltd,Chile,the academy,128400,tt14703042,tvMiniSeries,"Documentary,Sport",B,,Not Available,serie,imdb,the academy,,
TCL ADS - Springserve,Argentina,chicken stew season 1,127680,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,1,
Vidaa,Argentina,el amor invencible,127360,tt22188282,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,el amor invencible,,
Vidaa  APAC Hisense Headquarter,Honduras,hasta que el dinero nos separe,126640,tt0815736,tvSeries,"Comedy,Drama,Romance",B,telenovela,Not Available,serie,imdb,hasta que el dinero nos separe,,
TCL ADS - Springserve,Mexico,notorious: trailer,124640,tt5519574,tvSeries,"Drama,Thriller",B,,Not Available,serie,imdb,notorious,,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,maria mercedes,124160,tt0163465,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,maria mercedes,,
OTTera.tv,Argentina,e8. the astronauts,123680,tt11947264,tvSeries,"Action,Adventure,Drama",D,,Not Available,serie,titulo,the astronauts,,8
Televisa Univision via SpringServe,Argentina,mariana de la noche,123360,tt0373562,tvSeries,Drama,B,telenovela,Not Available,serie,imdb,mariana de la noche,,
Televisa Univision via SpringServe,Mexico,sortilegio,122400,tt1439031,tvSeries,"Drama,Romance",B,telenovela,Not Available,serie,imdb,sortilegio,,
"Seedtag Advertising, S.L. (ORTB)",Mexico,la fea mas bella,121920,tt0497152,tvSeries,"Comedy,Drama,Romance",A,telenovela,Not Available,serie,imdb,la fea mas bella,,
TCL ADs (APAC),Mexico,continuum: trailer,121760,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
OTTera.tv,Chile,monster town season 1,120320,tt8561356,tvSeries,Animation,D,,Not Available,serie,titulo,monster town,1,
iion Pty Ltd,Argentina,animacars season 2,120320,tt10051414,tvSeries,Animation,C,,Not Available,serie,titulo,animacars,2,
METAX SOFTWARE PTE. LTD. (Exchange),Colombia,american hidden story season 1,118400,,,,,,Not Available,serie,titulo,american hidden story,1,
Select Plus PTE LTD (CTV),Argentina,mondoyan season 1,116400,,,,,,Not Available,serie,titulo,mondoyan,1,
TCL ADs (APAC),Ecuador,cain (part 3),115840,tt2364258,tvSeries,"Crime,Drama,Mystery",B,,Not Available,serie,imdb,cain,,
TCL ADs (APAC),Mexico,e9. orbit,115040,tt11482086,short,"Biography,Short",B,,Not Available,serie,titulo,orbit,,9
iion Pty Ltd,Argentina,grandes parejas,114480,,,,,,Not Available,serie,intra_titulo,Curro Jiménez,,
OTTera.tv,Panama,yoyo season 1,114080,tt0059934,movie,"Comedy,Drama,Family",B,,Not Available,serie,titulo,yoyo,1,
iion Pty Ltd,Argentina,watchcar season 1,112560,,,,,,Not Available,serie,titulo,watchcar,1,
TCL ADs (APAC),Mexico,20.000 leagues under the sea,112320,tt28082463,tvSeries,"Adventure,Family,Fantasy",B,,Not Available,serie,imdb,20.000 leagues under the sea,,
iion Pty Ltd,Chile,future chicken - today show season 2,112160,,,,,,Not Available,serie,titulo,future chicken - today show,2,
Select Plus PTE LTD (CTV),Peru,continuum,111520,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,muchachitas,110800,tt0191705,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,muchachitas,,
Televisa Univision via SpringServe,Mexico,jail,110080,tt1128727,tvSeries,"Crime,Documentary,Reality-TV",B,,Not Available,serie,imdb,jail,,
