Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries_relleno,ser_detalle,ser_es,serie_propuesta
Scripps - FreeWheel,Puerto Rico,escape+route,90560,tt0044596,movie,"Crime,Drama,Thriller",B,,Chicago Fire,IMDb movie I'll Get You (tt0044596),pelicula,
Connekt Media (oRTB CTV),Mexico,una navidad casi perfecta,90400,tt15047782,movie,"Comedy,Romance",A,,Rookie Blue,IMDb movie Perfect Messy Holiday (tt15047782),pelicula,
Scripps - FreeWheel,Puerto Rico,dead+of+winter,90240,tt0092842,movie,"Drama,Horror,Thriller",B,,Chicago Fire,IMDb movie Dead of Winter (tt0092842),pelicula,
Scripps - FreeWheel,Puerto Rico,mercy,89280,tt31050594,movie,"Action,Crime,Drama",B,sci-fi,Chicago PD,IMDb movie Mercy (tt31050594),pelicula,
Scripps - FreeWheel,Puerto Rico,misconduct,89280,tt3658772,movie,"Crime,Drama,Mystery",B,,NCIS,IMDb movie Misconduct (tt3658772),pelicula,
Scripps - FreeWheel,Puerto Rico,radical,89120,tt3239954,movie,"Crime,Thriller",B,,SWAT,IMDb movie Radical (tt3239954),pelicula,
Scripps - FreeWheel,Puerto Rico,never+say+goodbye,88960,tt0449999,movie,"Drama,Romance",B,,Chicago Fire,IMDb movie Kabhi Alvida Naa Kehna (tt0449999),pelicula,
Scripps - FreeWheel,Puerto Rico,hide+in+plain+sight,88960,tt0080868,movie,Drama,A,,Blue Bloods,IMDb movie Hide in Plain Sight (tt0080868),pelicula,
Scripps - FreeWheel,Puerto Rico,confession,88640,tt6407942,movie,"Drama,Mystery,Thriller",B,,Chicago PD,IMDb movie Confession (tt6407942),pelicula,
Scripps - FreeWheel,Puerto Rico,consequences,88480,tt3176134,movie,"Crime,Drama,Thriller",B,,FBI,IMDb movie Consequences (tt3176134),pelicula,
Scripps - FreeWheel,Puerto Rico,keeping+the+faith,88320,tt0171433,movie,"Comedy,Drama,Romance",B,,Blue Bloods,IMDb movie Keeping the Faith (tt0171433),pelicula,
Media.Net,Puerto Rico,identity+crisis,87840,tt0089558,movie,"Crime,Drama,Horror",B,,FBI,IMDb movie Mark of Cain (tt0089558),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,carta anónima,87520,tt0039999,movie,Drama,A,,Eva Luna,IMDb movie The Woman in the Hall (tt0039999),pelicula,
Scripps - FreeWheel,Puerto Rico,true+believer,87360,tt0098524,movie,"Crime,Drama,Mystery",B,,NCIS,IMDb movie True Believer (tt0098524),pelicula,
LG Ads EMEA - SS,Mexico,de mujer a mujer,87200,tt0034386,movie,"Comedy,Drama,Romance",B,,burden of truth,IMDb movie When Ladies Meet (tt0034386),pelicula,
Scripps - FreeWheel,Puerto Rico,the+end,86880,tt1843287,movie,Drama,B,,Blue Bloods,IMDb movie Like Someone in Love (tt1843287),pelicula,
LG Ads EMEA - SS,Colombia,asesino a sueldo,86320,tt0425210,movie,"Crime,Drama,Thriller",B,"accion-aventura,comedia",El Talismán,IMDb movie Lucky Number Slevin (tt0425210),pelicula,
Scripps - FreeWheel,Puerto Rico,hunted,85920,tt0473356,movie,"Crime,Drama,Mystery",B,,SWAT,IMDb movie The Flock (tt0473356),pelicula,
Scripps - FreeWheel,Puerto Rico,rogue,85760,tt1451409,movie,"Action,Crime,Thriller",B,,NCIS,IMDb movie Pokkiri (tt1451409),pelicula,
Scripps - FreeWheel,Puerto Rico,in+the+name+of+the+father,85600,tt0107207,movie,"Biography,Crime,Drama",B,,Blue Bloods,IMDb movie In the Name of the Father (tt0107207),pelicula,
LG Ads EMEA - SS,Mexico,ella es un monstruo,85600,tt4680182,movie,"Comedy,Drama,Fantasy",A,"accion-aventura,crimen-misterio",The Good Doctor,IMDb movie Colossal (tt4680182),pelicula,
Scripps - FreeWheel,Puerto Rico,reckless,85120,tt3346224,movie,"Drama,Thriller",B,,Blue Bloods,IMDb movie Zipper (tt3346224),pelicula,
FreeTV via Springserve,Mexico,lazos peligrosos,84640,tt0114666,movie,"Crime,Drama,Thriller",A,,El Archivista,IMDb movie The Tie That Binds (tt0114666),pelicula,
Scripps - FreeWheel,Puerto Rico,what+went+wrong,84480,tt10271638,movie,Drama,B,,Chicago Fire,IMDb movie What Went Wrong? (tt10271638),pelicula,
Scripps - FreeWheel,Puerto Rico,the+little+things,84320,tt10016180,movie,"Crime,Drama,Mystery",B,,Chicago Fire,IMDb movie The Little Things (tt10016180),pelicula,
Scripps - FreeWheel,Puerto Rico,under+siege,83520,tt0105690,movie,"Action,Thriller",B,,Under Siege,IMDb movie Under Siege (tt0105690),pelicula,
Scripps - FreeWheel,Puerto Rico,the+right+thing,83200,tt1555830,movie,"Comedy,Drama",B,,Chicago Fire,IMDb movie The Right Thing (tt1555830),pelicula,
Scripps - FreeWheel,Puerto Rico,trapped,82720,tt0280380,movie,"Action,Crime,Drama",B,,Chicago Fire,IMDb movie Trapped (tt0280380),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,matar o morir,82720,tt0465602,movie,"Action,Comedy,Thriller",B,,Elton zockt,IMDb movie Shoot 'Em Up (tt0465602),pelicula,
Scripps - FreeWheel,Puerto Rico,pride,82560,tt0069671,movie,"Drama,Musical",B,,SWAT,IMDb movie Abhimaan (tt0069671),pelicula,
Scripps - FreeWheel,Puerto Rico,mona+lisa,82560,tt0091538,movie,"Crime,Drama,Romance",B,,NCIS,IMDb movie Mona Lisa (tt0091538),pelicula,
LG Ads EMEA - SS,Mexico,me caí de la nube,82160,tt0329368,movie,"Drama,Music,Romance",A,,Chicos del Barrio,IMDb movie Me caí de la nube (tt0329368),pelicula,
Scripps - FreeWheel,Puerto Rico,just+wright,82000,tt1407061,movie,"Comedy,Romance,Sport",A,,Just Wright,IMDb movie Just Wright (tt1407061),pelicula,
Scripps - FreeWheel,Puerto Rico,unforgiven,81920,tt0105695,movie,"Drama,Western",B,crimen-misterio,Chicago PD,IMDb movie Unforgiven (tt0105695),pelicula,
Scripps - FreeWheel,Puerto Rico,the+real+deal,81600,tt0316473,movie,"Drama,Romance,Thriller",B,,Blue Bloods,IMDb movie The Real Deal (tt0316473),pelicula,
Kivi via Springserve,Mexico,el laberinto,81440,tt0935075,movie,Drama,B,,Unforgettable (Dubbed),IMDb movie Rabbit Hole (tt0935075),pelicula,
Scripps - FreeWheel,Puerto Rico,behind+the+smile,81440,tt0417477,movie,Drama,B,,Blue Bloods,IMDb movie Behind the Smile (tt0417477),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,uma mulher contra hitler,81440,tt0426578,movie,"Biography,Crime,Drama",A,,Modern Marvels,IMDb movie Sophie Scholl: The Final Days (tt0426578),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,feliz con las cuatro,81360,tt40644240,movie,Comedy,A,,El Talismán,IMDb movie Feliz con las cuatro (tt40644240),pelicula,
Scripps - FreeWheel,Puerto Rico,victim,81280,tt0224345,movie,"Crime,Horror,Mystery",B,,FBI,IMDb movie Victim (tt0224345),pelicula,
Scripps - FreeWheel,Puerto Rico,law+of+the+jungle,81280,tt0114564,movie,"Action,Drama",B,,Chicago Fire,IMDb movie Street Law (tt0114564),pelicula,
Scripps - FreeWheel,Puerto Rico,the+first+day,81120,tt0166707,movie,"Crime,Drama",B,,NCIS,IMDb movie Midnight (tt0166707),pelicula,
FreeTV via Springserve,Mexico,boone: the bounty hunter,80800,tt3229488,movie,"Action,Drama",A,,Hilfe! Hochzeit!,IMDb movie Boone: The Bounty Hunter (tt3229488),pelicula,
Scripps - FreeWheel,Puerto Rico,jack,80320,tt0120681,movie,"Crime,Horror,Mystery",B,,SWAT,IMDb movie From Hell (tt0120681),pelicula,
Scripps - FreeWheel,Puerto Rico,past+tense,79360,tt3399888,movie,Drama,B,,Blue Bloods,IMDb movie Past Tense (tt3399888),pelicula,
Scripps - FreeWheel,Puerto Rico,born+of+fire,78560,tt0092691,movie,"Drama,Fantasy,Horror",B,,Chicago Fire,IMDb movie Born of Fire (tt0092691),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,masacre en el barrio chino,78480,tt0090728,movie,"Action,Adventure,Comedy",A,fantasia,The Good Doctor,IMDb movie Big Trouble in Little China (tt0090728),pelicula,
Kivi via Springserve,Mexico,el gran robo,78160,tt1935194,movie,"Action,Adventure,Crime",B,,The Perfect Couple (Dubbed),IMDb movie Overdrive (tt1935194),pelicula,
Scripps - FreeWheel,Puerto Rico,a+beautiful+life,78080,tt15282148,movie,"Drama,Music,Romance",B,,Chicago Fire,IMDb movie A Beautiful Life (tt15282148),pelicula,
Scripps - FreeWheel,Puerto Rico,enough,77920,tt0278435,movie,"Crime,Drama,Thriller",B,accion-aventura,Enough,IMDb movie Enough (tt0278435),pelicula,
Scripps - FreeWheel,Puerto Rico,fallen,77920,tt0119099,movie,"Action,Crime,Drama",B,terror,SWAT,IMDb movie Fallen (tt0119099),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,por amor al money,77840,tt27053278,movie,Comedy,A,,El Talismán,IMDb movie Por amor al money (tt27053278),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,sacrifício,77680,tt1630564,movie,"Action,Thriller",B,drama,The Good Doctor,IMDb movie Sacrifice (tt1630564),pelicula,
Scripps - FreeWheel,Puerto Rico,inside+man,77600,tt0454848,movie,"Crime,Drama,Mystery",B,,Chicago Fire,IMDb movie Inside Man (tt0454848),pelicula,
Scripps - FreeWheel,Puerto Rico,thick+as+thieves,76640,tt1112782,movie,"Action,Crime,Thriller",B,,NCIS,IMDb movie The Code (tt1112782),pelicula,
Scripps - FreeWheel,Puerto Rico,scorched+earth,76160,tt30953867,movie,"Crime,Thriller",B,,FBI,IMDb movie Scorched Earth (tt30953867),pelicula,
Scripps - FreeWheel,Puerto Rico,milestones,75840,tt0073389,movie,"Drama,History",B,,Blue Bloods,IMDb movie Milestones (tt0073389),pelicula,
LG Ads EMEA - SS,Mexico,la profesora de inglés,75600,tt2055765,movie,"Comedy,Drama",B,,The Good Doctor,IMDb movie The English Teacher (tt2055765),pelicula,
LG Ads EMEA - SS,Mexico,capitán de rurales,75360,tt0042309,movie,"Action,Drama,War",A,,Chicos del Barrio,IMDb movie Capitán de rurales (tt0042309),pelicula,
Scripps - FreeWheel,Puerto Rico,monster,75200,tt0468492,movie,"Drama,Horror,Sci-Fi",B,comedia,SWAT,IMDb movie The Host (tt0468492),pelicula,
Scripps - FreeWheel,Puerto Rico,old+friends,75040,tt0119822,movie,"Comedy,Drama,Romance",B,,Blue Bloods,IMDb movie As Good as It Gets (tt0119822),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,víctimas del pecado,74720,tt0043115,movie,"Crime,Drama,Musical",A,,Chicos del Barrio,IMDb movie Victims of Sin (tt0043115),pelicula,
LG Ads EMEA - SS,Mexico,amor a ritmo de go go,74560,tt0282351,movie,"Comedy,Drama,Music",A,,Chicos del Barrio,IMDb movie Amor a ritmo de go go (tt0282351),pelicula,
Scripps - FreeWheel,Puerto Rico,badlands,74400,tt0069762,movie,"Action,Crime,Drama",B,,Chicago Fire,IMDb movie Badlands (tt0069762),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,fuera del menu,74160,tt6140580,movie,"Comedy,Romance",A,,Compañero de Cena,IMDb movie Off the Menu (tt6140580),pelicula,
Scripps - FreeWheel,Puerto Rico,before+the+fall,73920,tt0384369,movie,"Drama,Sport,Thriller",B,accion-aventura,Chicago PD,IMDb movie Before the Fall (tt0384369),pelicula,
LG Ads EMEA - SS,Mexico,desaparecida,73760,tt10855768,movie,"Drama,Mystery,Thriller",B,,Desaparecida,IMDb movie Missing (tt10855768),pelicula,
Scripps - FreeWheel,Puerto Rico,exposed,73760,tt4019560,movie,"Crime,Drama,Mystery",B,,FBI,IMDb movie Exposed (tt4019560),pelicula,
Scripps - FreeWheel,Puerto Rico,on+dangerous+ground,73760,tt0043879,movie,"Drama,Film-Noir",B,,Blue Bloods,IMDb movie On Dangerous Ground (tt0043879),pelicula,
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,king: rey de los simios,73760,tt0478188,movie,"Action,Adventure,Fantasy",A,terror,Alto! Señorita Hua,IMDb movie King of the Lost World (tt0478188),pelicula,
FUNKE Digital GmbH | Publica,Mexico,codigo de honor,72960,tt4060866,movie,"Action,Crime,Thriller",B,drama,CODE OF HONOR (ES),IMDb movie Code of Honor (tt4060866),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,por una mujer casada,72880,tt27534383,movie,Drama,B,,El Talismán,IMDb movie For a Married Woman (tt27534383),pelicula,
Scripps - FreeWheel,Puerto Rico,sunburn,72800,tt0079966,movie,"Action,Comedy,Crime",B,,NCIS,IMDb movie Sunburn (tt0079966),pelicula,
Scripps - FreeWheel,Puerto Rico,home,72640,tt18266584,movie,"Crime,Drama",B,,SWAT,IMDb movie Home (tt18266584),pelicula,
Scripps - FreeWheel,Puerto Rico,ripple+effect,72480,tt0479140,movie,"Drama,Music",B,,Blue Bloods,IMDb movie Ripple Effect (tt0479140),pelicula,
Scripps - FreeWheel,Puerto Rico,deathtrap,72160,tt0083806,movie,"Comedy,Crime,Drama",B,,Chicago Fire,IMDb movie Deathtrap (tt0083806),pelicula,
FreeTV via Springserve,Mexico,doble muerte,72080,tt0441221,movie,"Crime,Thriller",A,,El Archivista,IMDb movie Doble muerte (tt0441221),pelicula,
Scripps - FreeWheel,Puerto Rico,above+the+law,71760,tt0094602,movie,"Action,Crime,Drama",B,,Above The Law,IMDb movie Above the Law (tt0094602),pelicula,
LG Ads EMEA - SS,Mexico,adulterio,71360,tt0114345,movie,"Drama,Romance",B,,Ransom,IMDb movie The Scarlet Letter (tt0114345),pelicula,
Scripps - FreeWheel,Puerto Rico,check,71200,tt13199716,movie,"Action,Crime,Drama",B,,NCIS,IMDb movie Check (tt13199716),pelicula,
Scripps - FreeWheel,Puerto Rico,nemesis,71040,tt5500218,movie,"Action,Drama,Fantasy",B,crimen-misterio,Chicago Fire,IMDb movie Samaritan (tt5500218),pelicula,
Scripps - FreeWheel,Puerto Rico,disrupted,71040,tt6829882,movie,"Action,Drama,Mystery",B,,Blue Bloods,IMDb movie Disrupted (tt6829882),pelicula,
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,guadalajara es méxico,71040,tt0228353,movie,"Comedy,Drama,Romance",A,,Chicos del Barrio,IMDb movie Guadalajara es México (tt0228353),pelicula,
FreeTV via Springserve,Mexico,formula,70560,tt0080754,movie,"Crime,Thriller",B,sci-fi,El Archivista,IMDb movie The Formula (tt0080754),pelicula,
Scripps - FreeWheel,Puerto Rico,something+about+her,70400,tt3062558,movie,Drama,A,,Chicago Fire,IMDb movie Something About Her (tt3062558),pelicula,
LG Ads EMEA - SS,Colombia,los ángeles,70400,tt0293359,movie,Documentary,B,,Los Americanos,IMDb movie Los (tt0293359),pelicula,
Scripps - FreeWheel,Puerto Rico,lineage,69920,tt42643217,movie,"Crime,Thriller",B,,FBI,IMDb movie Lineage (tt42643217),pelicula,
