Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentGenre_relleno,gen_declarados,gen_detalle,gen_propuesta
Sony Pictures LATAM,Mexico,maria. madre del hijo de dios,43760,tt0380531,movie,Drama,A,,Adventure,aventura,accion-aventura!=drama,drama
OTTera.tv,Argentina,proverbs 31 trailer,43680,tt15030064,movie,Family,A,,Drama,drama,drama!=infantil-familia,infantil-familia
Kivi via Springserve,Mexico,show champion,42960,tt36593654,tvSeries,Music,A,,entertainment & talkshow,entretenimiento;talk show,talk show!=musica,"entretenimiento,musica"
OTTera.tv,Argentina,calais children: a case to answer,42480,tt7710476,movie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
TCL ADS - Springserve,Argentina,children of isis,41520,tt5585972,tvMovie,Documentary,A,,"reality tv,kids",reality;infantil-familia,infantil-familia!=documental,"reality,documental"
OTTera.tv,Argentina,darwin and newts ep10-nocturnal animals,40800,tt8713700,tvSeries,Animation,A,,"nature,kids education,tv series,adventure",documental;aventura,documental!=animacion;accion-aventura!=animacion,animacion
OTTera.tv,Argentina,swami ayyappan,38880,tt2335908,movie,"Action,Adventure,Animation",B,,"faith & family,entertainment,religion,biography,feature film",religion;infantil-familia;entretenimiento;documental,"documental!=accion-aventura,animacion","religion,infantil-familia,entretenimiento,accion,animacion"
iion Pty Ltd,Argentina,matinee,38640,tt0107529,movie,"Comedy,Drama",B,terror,Adventure,aventura,"accion-aventura!=comedia,drama,terror","comedia,drama,terror"
TCL ADS - Springserve,Argentina,color me you trailer,37680,tt5815160,movie,"Drama,Family,Romance",A,,Action,accion,"accion-aventura!=drama,infantil-familia,romance","drama,infantil-familia,romance"
Equativ (Formerly SMART AdServer) - oRTB CTV,Mexico,amar,37600,tt3194532,movie,Comedy,B,,Drama,drama,drama!=comedia,comedia
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,alien intervention,36080,tt15076688,movie,Sci-Fi,A,,Thriller,thriller,crimen-misterio!=sci-fi,sci-fi
TCL ADS - Springserve,Argentina,lobster game,36000,tt16030238,movie,"Comedy,Drama",A,,Action,accion,"accion-aventura!=comedia,drama","comedia,drama"
METAX SOFTWARE PTE. LTD. (Exchange),Mexico,amor sin condición,35200,tt6173488,tvMovie,"Drama,Mystery,Romance",A,,family,infantil-familia,"infantil-familia!=crimen-misterio,drama,romance","drama,misterio,romance"
OTTera.tv,Argentina,freefonix-ep02-love stinks,35040,tt0943642,tvSeries,"Animation,Family,Music",A,,"films&tvshows,tv series,entertainment,romance",pelicula (generico);entretenimiento;romance,"romance!=animacion,infantil-familia,musica","pelicula (generico),entretenimiento,animacion,infantil-familia,musica"
Sony Pictures LATAM,Mexico,a prueba de fuego,34880,tt1129423,movie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
Canela Media via Springserve,Mexico,acompáñame,33280,tt0058873,movie,"Comedy,Musical",B,,Action,accion,"accion-aventura!=comedia,musica","comedia,musica"
Connatix,Chile,sick,33280,tt2727830,short,"Drama,Horror,Romance",B,,Documentary,documental,"documental!=drama,romance,terror","drama,terror,romance"
Sony Pictures LATAM,Mexico,el crimen del padre amaro,32640,tt0313196,movie,"Drama,Romance",A,,Adventure,aventura,"accion-aventura!=drama,romance","drama,romance"
EXTE - Rich Audience (oRTB),Mexico,entre piernas,32640,tt2913398,video,Drama,B,,Comedy,comedia,comedia!=drama,drama
TCL ADS - Springserve,Argentina,scarecrow's revenge,32160,tt8552226,movie,Horror,A,,Action,accion,accion-aventura!=terror,terror
TCL ADS - Springserve,Argentina,lemming - the little giant of the north,32160,tt10376042,movie,Adventure,A,,Documentary,documental,documental!=accion-aventura,aventura
TCL ADS - Springserve,Argentina,nosey,31920,tt7945374,short,"Comedy,Short,Thriller",B,,"reality tv,music",reality;musica,"reality!=comedia,crimen-misterio;musica!=comedia,crimen-misterio","comedia,thriller"
TCL ADS - Springserve,Chile,white rabbit,31680,tt18258546,movie,"Horror,Sci-Fi",B,,Comedy,comedia,"comedia!=sci-fi,terror","terror,sci-fi"
Connatix,Chile,the signature,31600,tt28435822,movie,Drama,B,,Documentary,documental,documental!=drama,drama
iion Pty Ltd,Argentina,japan. the emperor and the army,31440,tt1507318,tvMovie,Documentary,A,,War,belico,accion-aventura!=documental,documental
TCL ADS - Springserve,Argentina,444 days: the iran hostage crisis,30720,tt27728264,tvMovie,"Documentary,History",A,,Crime,crimen,crimen-misterio!=documental,documental
